league,player_id,salary,season,season_end,season_start,team
NBA,thomajo02,103443,2005-06,2006,2005,Memphis Grizzlies
NBA,thomake01,823440,1999-00,2000,1999,Houston Rockets
NBA,thomake01,885120,2000-01,2001,2000,Houston Rockets
NBA,thomake01,946920,2001-02,2002,2001,Houston Rockets
NBA,thomake01,1557684,2002-03,2003,2002,Philadelphia 76ers
NBA,thomake01,5500000,2003-04,2004,2003,Philadelphia 76ers
NBA,thomake01,6000000,2004-05,2005,2004,Philadelphia 76ers
NBA,thomake01,6500000,2005-06,2006,2005,Sacramento Kings
NBA,thomake01,7187500,2006-07,2007,2006,Sacramento Kings
NBA,thomake01,7875000,2007-08,2008,2007,Sacramento Kings
NBA,thomake01,8562500,2008-09,2009,2008,Sacramento Kings
NBA,thomake01,8775000,2009-10,2010,2009,Sacramento Kings
NBA,thomaku01,1071000,1995-96,1996,1995,Miami Heat
NBA,thomaku01,1238000,1996-97,1997,1996,Miami Heat
NBA,thomaku01,1398960,1997-98,1998,1997,Dallas Mavericks
NBA,thomaku01,1750000,1998-99,1999,1998,New York Knicks
NBA,thomaku01,1925000,1999-00,2000,1999,New York Knicks
NBA,thomaku01,3680000,2000-01,2001,2000,New York Knicks
NBA,thomaku01,4413375,2001-02,2002,2001,New York Knicks
NBA,thomaku01,4903750,2002-03,2003,2002,New York Knicks
NBA,thomaku01,5394125,2003-04,2004,2003,New York Knicks
NBA,thomaku01,5884500,2004-05,2005,2004,New York Knicks
NBA,thomaku01,6620062,2005-06,2006,2005,Phoenix Suns
NBA,thomaku01,7821482,2006-07,2007,2006,Phoenix Suns
NBA,thomaku01,8091188,2007-08,2008,2007,San Antonio Spurs
NBA,thomaku01,4200000,2008-09,2009,2008,San Antonio Spurs
NBA,thomaku01,3800000,2009-10,2010,2009,Milwaukee Bucks
NBA,thomaku01,1352181,2010-11,2011,2010,Chicago Bulls
NBA,thomala01,328444,2011-12,2012,2011,New Orleans Hornets
NBA,thomala01,762195,2012-13,2013,2012,New Orleans Hornets
NBA,thomala01,884293,2013-14,2014,2013,New Orleans Pelicans
NBA,thomala01,403784,2014-15,2015,2014,New York Knicks
NBA,thomala01,1650000,2015-16,2016,2015,New York Knicks
NBA,thomala01,6191000,2016-17,2017,2016,New York Knicks
NBA,thomala01,6655325,2017-18,2018,2017,New York Knicks
NBA,thomama01,103104,2011-12,2012,2011,San Antonio Spurs
NBA,thomama01,474000,2014-15,2015,2014,Philadelphia 76ers
NBA,thomati01,1614240,1997-98,1998,1997,Philadelphia 76ers
NBA,thomati01,1856000,1998-99,1999,1998,Milwaukee Bucks
NBA,thomati01,2098560,1999-00,2000,1999,Milwaukee Bucks
NBA,thomati01,8510000,2000-01,2001,2000,Milwaukee Bucks
NBA,thomati01,9675000,2001-02,2002,2001,Milwaukee Bucks
NBA,thomati01,10750000,2002-03,2003,2002,Milwaukee Bucks
NBA,thomati01,11825000,2003-04,2004,2003,Milwaukee Bucks
NBA,thomati01,12900000,2004-05,2005,2004,New York Knicks
NBA,thomati01,13975000,2005-06,2006,2005,Chicago Bulls
NBA,thomati01,5215000,2006-07,2007,2006,Los Angeles Clippers
NBA,thomati01,5632200,2007-08,2008,2007,Los Angeles Clippers
NBA,thomati01,6049400,2008-09,2009,2008,Chicago Bulls
NBA,thomati01,6466600,2009-10,2010,2009,Chicago Bulls
NBA,thomati01,1306455,2009-10,2010,2009,Dallas Mavericks
NBA,thomaty01,3260760,2006-07,2007,2006,Chicago Bulls
NBA,thomaty01,3505320,2007-08,2008,2007,Chicago Bulls
NBA,thomaty01,3749880,2008-09,2009,2008,Chicago Bulls
NBA,thomaty01,4743598,2009-10,2010,2009,Charlotte Bobcats
NBA,thomaty01,6611570,2010-11,2011,2010,Charlotte Bobcats
NBA,thomaty01,7305765,2011-12,2012,2011,Charlotte Bobcats
NBA,thomaty01,8000000,2012-13,2013,2012,Charlotte Bobcats
NBA,thomaty01,9388000,2014-15,2015,2014,Charlotte Hornets
NBA,thomaty01,72234,2014-15,2015,2014,Memphis Grizzlies
NBA,thomptr02,473604,2011-12,2012,2011,Los Angeles Clippers
NBA,thomptr02,762195,2012-13,2013,2012,Los Angeles Clippers
NBA,thompbe01,120000,1985-86,1986,1985,Phoenix Suns
NBA,thompbe01,150000,1987-88,1988,1987,Phoenix Suns
NBA,thompbe01,200000,1988-89,1989,1988,Houston Rockets
NBA,thompbi01,230000,1987-88,1988,1987,Los Angeles Lakers
NBA,thompbi01,265000,1988-89,1989,1988,Miami Heat
NBA,thompbi01,400000,1990-91,1991,1990,Miami Heat
NBA,thompbr01,650000,1994-95,1995,1994,Orlando Magic
NBA,thompbr01,825000,1995-96,1996,1995,Orlando Magic
NBA,thompbr01,1118000,1996-97,1997,1996,Utah Jazz
NBA,thompbr01,214300,1996-97,1997,1996,Denver Nuggets
NBA,thompdi01,398762,2005-06,2006,2005,Phoenix Suns
NBA,thompdi01,89101,2006-07,2007,2006,Atlanta Hawks
NBA,thompho01,816482,2014-15,2015,2014,Philadelphia 76ers
NBA,thompho01,947276,2015-16,2016,2015,Philadelphia 76ers
NBA,thompho01,442126,2016-17,2017,2016,Philadelphia 76ers
NBA,thompho01,119494,2016-17,2017,2016,New Orleans Pelicans
NBA,thompja02,1893840,2008-09,2009,2008,Sacramento Kings
NBA,thompja02,2035920,2009-10,2010,2009,Sacramento Kings
NBA,thompja02,2178000,2010-11,2011,2010,Sacramento Kings
NBA,thompja02,3001284,2011-12,2012,2011,Sacramento Kings
NBA,thompja02,5250000,2012-13,2013,2012,Sacramento Kings
NBA,thompja02,5643750,2013-14,2014,2013,Sacramento Kings
NBA,thompja02,6037500,2014-15,2015,2014,Sacramento Kings
NBA,thompja02,6431250,2015-16,2016,2015,Golden State Warriors
NBA,thompja02,328955,2015-16,2016,2015,Toronto Raptors
NBA,thompja02,945126,2016-17,2017,2016,Golden State Warriors
NBA,thompja02,945126,2017-18,2018,2017,Golden State Warriors
NBA,thompke01,150000,1993-94,1994,1993,Portland Trail Blazers
NBA,thompkl01,2126520,2011-12,2012,2011,Golden State Warriors
NBA,thompkl01,2286000,2012-13,2013,2012,Golden State Warriors
NBA,thompkl01,2317920,2013-14,2014,2013,Golden State Warriors
NBA,thompkl01,3075880,2014-15,2015,2014,Golden State Warriors
NBA,thompkl01,15500000,2015-16,2016,2015,Golden State Warriors
NBA,thompkl01,16663575,2016-17,2017,2016,Golden State Warriors
NBA,thompkl01,17826150,2017-18,2018,2017,Golden State Warriors
NBA,thompla01,277000,1984-85,1985,1984,Kansas City Kings
NBA,thompla01,352000,1985-86,1986,1985,Sacramento Kings
NBA,thompla01,636000,1987-88,1988,1987,Sacramento Kings
NBA,thompla01,636000,1988-89,1989,1988,Sacramento Kings
NBA,thompla01,2000000,1990-91,1991,1990,Indiana Pacers
NBA,thompla01,2000000,1991-92,1992,1991,Indiana Pacers
NBA,thompla01,2000000,1992-93,1993,1992,Indiana Pacers
NBA,thompla01,2000000,1993-94,1994,1993,Indiana Pacers
NBA,thompla01,2000000,1994-95,1995,1994,Indiana Pacers
NBA,thompla01,247500,1996-97,1997,1996,Denver Nuggets
NBA,thompla01,510000,1999-00,2000,1999,Indiana Pacers
NBA,thompmy01,750000,1984-85,1985,1984,Portland Trail Blazers
NBA,thompmy01,595000,1985-86,1986,1985,Portland Trail Blazers
NBA,thompmy01,712000,1987-88,1988,1987,Los Angeles Lakers
NBA,thompmy01,812000,1988-89,1989,1988,Los Angeles Lakers
NBA,thompmy01,615000,1990-91,1991,1990,Los Angeles Lakers
NBA,thompmy01,1807000,1991-92,1992,1991,Los Angeles Lakers
NBA,thompmy02,168035,2011-12,2012,2011,Cleveland Cavaliers
NBA,thomppa01,90000,1984-85,1985,1984,Cleveland Cavaliers
NBA,thomppa01,85000,1985-86,1986,1985,Philadelphia 76ers
NBA,thomptr01,3726600,2011-12,2012,2011,Cleveland Cavaliers
NBA,thomptr01,4006080,2012-13,2013,2012,Cleveland Cavaliers
NBA,thomptr01,4062000,2013-14,2014,2013,Cleveland Cavaliers
NBA,thomptr01,5138430,2014-15,2015,2014,Cleveland Cavaliers
NBA,thomptr01,14260870,2015-16,2016,2015,Cleveland Cavaliers
NBA,thomptr01,15330435,2016-17,2017,2016,Cleveland Cavaliers
NBA,thomptr01,16400000,2017-18,2018,2017,Cleveland Cavaliers
NBA,thornal01,1652280,2007-08,2008,2007,Los Angeles Clippers
NBA,thornal01,1776240,2008-09,2009,2008,Los Angeles Clippers
NBA,thornal01,1900200,2009-10,2010,2009,Washington Wizards
NBA,thornal01,2814196,2010-11,2011,2010,Washington Wizards
NBA,thornbo01,70000,1985-86,1986,1985,New York Knicks
NBA,thornbo01,80000,1986-87,1987,1986,New York Knicks
NBA,thornbo01,125000,1987-88,1988,1987,Philadelphia 76ers
NBA,thornbo01,200000,1988-89,1989,1988,Philadelphia 76ers
NBA,thornbo01,335000,1990-91,1991,1990,Minnesota Timberwolves
NBA,thornbo01,335000,1991-92,1992,1991,Minnesota Timberwolves
NBA,thornma01,457888,2009-10,2010,2009,New Orleans Hornets
NBA,thornma01,762195,2010-11,2011,2010,Sacramento Kings
NBA,thornma01,7000000,2011-12,2012,2011,Sacramento Kings
NBA,thornma01,7525000,2012-13,2013,2012,Sacramento Kings
NBA,thornma01,8050000,2013-14,2014,2013,Sacramento Kings
NBA,thornma01,8575000,2014-15,2015,2014,Phoenix Suns
NBA,thornma01,1186000,2015-16,2016,2015,Houston Rockets
NBA,thornma01,251107,2015-16,2016,2015,Washington Wizards
NBA,thornma01,1315448,2016-17,2017,2016,Brooklyn Nets
NBA,thornsi01,815615,2017-18,2018,2017,Los Angeles Clippers
NBA,thorpot01,225000,1984-85,1985,1984,Kansas City Kings
NBA,thorpot01,297500,1985-86,1986,1985,Sacramento Kings
NBA,thorpot01,337500,1987-88,1988,1987,Sacramento Kings
NBA,thorpot01,1100000,1988-89,1989,1988,Houston Rockets
NBA,thorpot01,1100000,1989-90,1990,1989,Houston Rockets
NBA,thorpot01,1760000,1990-91,1991,1990,Houston Rockets
NBA,thorpot01,1786000,1991-92,1992,1991,Houston Rockets
NBA,thorpot01,2102000,1992-93,1993,1992,Houston Rockets
NBA,thorpot01,2418000,1993-94,1994,1993,Houston Rockets
NBA,thorpot01,2578400,1994-95,1995,1994,Houston Rockets
NBA,thorpot01,2607000,1995-96,1996,1995,Detroit Pistons
NBA,thorpot01,7000000,1996-97,1997,1996,Detroit Pistons
NBA,thorpot01,5700000,1997-98,1998,1997,Vancouver Grizzlies
NBA,thorpot01,4400000,1998-99,1999,1998,Washington Wizards
NBA,thorpot01,2000000,1999-00,2000,1999,Miami Heat
NBA,thorpot01,2200000,2000-01,2001,2000,Charlotte Hornets
NBA,threase01,78000,1984-85,1985,1984,Philadelphia 76ers
NBA,threase01,113000,1985-86,1986,1985,Philadelphia 76ers
NBA,threase01,270000,1987-88,1988,1987,Seattle SuperSonics
NBA,threase01,275000,1988-89,1989,1988,Seattle SuperSonics
NBA,threase01,650000,1990-91,1991,1990,Seattle SuperSonics
NBA,threase01,612000,1991-92,1992,1991,Los Angeles Lakers
NBA,threase01,796000,1992-93,1993,1992,Los Angeles Lakers
NBA,threase01,2400000,1993-94,1994,1993,Los Angeles Lakers
NBA,threase01,2400000,1994-95,1995,1994,Los Angeles Lakers
NBA,threase01,2400000,1995-96,1996,1995,Los Angeles Lakers
NBA,tinslja01,749160,2001-02,2002,2001,Indiana Pacers
NBA,tinslja01,805320,2002-03,2003,2002,Indiana Pacers
NBA,tinslja01,861600,2003-04,2004,2003,Indiana Pacers
NBA,tinslja01,1554326,2004-05,2005,2004,Indiana Pacers
NBA,tinslja01,5400000,2005-06,2006,2005,Indiana Pacers
NBA,tinslja01,5850000,2006-07,2007,2006,Indiana Pacers
NBA,tinslja01,6300000,2007-08,2008,2007,Indiana Pacers
NBA,tinslja01,6750000,2008-09,2009,2008,Indiana Pacers
NBA,tinslja01,5200000,2009-10,2010,2009,Indiana Pacers
NBA,tinslja01,990300,2009-10,2010,2009,Memphis Grizzlies
NBA,tinslja01,5500000,2010-11,2011,2010,Indiana Pacers
NBA,tisdawa01,987000,1985-86,1986,1985,Indiana Pacers
NBA,tisdawa01,1000000,1987-88,1988,1987,Indiana Pacers
NBA,tisdawa01,1000000,1988-89,1989,1988,Indiana Pacers
NBA,tisdawa01,2500000,1989-90,1990,1989,Sacramento Kings
NBA,tisdawa01,2330000,1990-91,1991,1990,Sacramento Kings
NBA,tisdawa01,2333000,1991-92,1992,1991,Sacramento Kings
NBA,tisdawa01,2333000,1992-93,1993,1992,Sacramento Kings
NBA,tisdawa01,2333000,1993-94,1994,1993,Sacramento Kings
NBA,tisdawa01,850000,1994-95,1995,1994,Phoenix Suns
NBA,tisdawa01,3475000,1995-96,1996,1995,Phoenix Suns
NBA,tisdawa01,3475000,1996-97,1997,1996,Phoenix Suns
NBA,tobeymi01,138938,2016-17,2017,2016,Charlotte Hornets
NBA,tolbera01,100000,1988-89,1989,1988,Atlanta Hawks
NBA,tolbeto01,150000,1988-89,1989,1988,Charlotte Hornets
NBA,tolbeto01,405000,1990-91,1991,1990,Golden State Warriors
NBA,tolbeto01,506000,1991-92,1992,1991,Golden State Warriors
NBA,tolbeto01,606000,1992-93,1993,1992,Golden State Warriors
NBA,tolbeto01,650000,1993-94,1994,1993,Los Angeles Clippers
NBA,tolbeto01,325000,1994-95,1995,1994,Charlotte Hornets
NBA,tollian01,187248,2008-09,2009,2008,San Antonio Spurs
NBA,tollian01,26007,2008-09,2009,2008,New Orleans Hornets
NBA,tollian01,359546,2009-10,2010,2009,Golden State Warriors
NBA,tollian01,51983,2009-10,2010,2009,Portland Trail Blazers
NBA,tollian01,2200000,2010-11,2011,2010,Minnesota Timberwolves
NBA,tollian01,2050000,2011-12,2012,2011,Minnesota Timberwolves
NBA,tollian01,915852,2012-13,2013,2012,Atlanta Hawks
NBA,tollian01,1027424,2013-14,2014,2013,Charlotte Bobcats
NBA,tollian01,3000000,2014-15,2015,2014,Detroit Pistons
NBA,tollian01,3000000,2015-16,2016,2015,Detroit Pistons
NBA,tollian01,8000000,2016-17,2017,2016,Sacramento Kings
NBA,tollian01,3290000,2017-18,2018,2017,Detroit Pistons
NBA,tollian01,2000000,2017-18,2018,2017,Sacramento Kings
NBA,toneyan01,310000,1984-85,1985,1984,Philadelphia 76ers
NBA,toneyan01,710000,1985-86,1986,1985,Philadelphia 76ers
NBA,toneyan01,710000,1986-87,1987,1986,Philadelphia 76ers
NBA,toneyan01,700000,1987-88,1988,1987,Philadelphia 76ers
NBA,toneyan01,450000,1991-92,1992,1991,Philadelphia 76ers
NBA,toneyse01,75000,1987-88,1988,1987,New York Knicks
NBA,toneyse01,150000,1993-94,1994,1993,Cleveland Cavaliers
NBA,toolsan01,120000,1990-91,1991,1990,Utah Jazz
NBA,toolsan01,250000,1991-92,1992,1991,Utah Jazz
NBA,toolsan01,310000,1995-96,1996,1995,Utah Jazz
NBA,torreos01,332817,2001-02,2002,2001,Houston Rockets
NBA,torreos01,168729,2002-03,2003,2002,Golden State Warriors
NBA,toupaax01,123552,2015-16,2016,2015,Denver Nuggets
NBA,toupaax01,25000,2015-16,2016,2015,Toronto Raptors
NBA,toupaax01,51449,2016-17,2017,2016,Milwaukee Bucks
NBA,toupaax01,20580,2016-17,2017,2016,New Orleans Pelicans
NBA,toupaax01,25000,2017-18,2018,2017,New Orleans Pelicans
NBA,towerke01,26316,1994-95,1995,1994,Orlando Magic
NBA,towerke01,263000,1995-96,1996,1995,Los Angeles Clippers
NBA,townska01,5703600,2015-16,2016,2015,Minnesota Timberwolves
NBA,townska01,5960160,2016-17,2017,2016,Minnesota Timberwolves
NBA,townska01,6216840,2017-18,2018,2017,Minnesota Timberwolves
NBA,traylro01,1590000,1998-99,1999,1998,Milwaukee Bucks
NBA,traylro01,2059320,1999-00,2000,1999,Milwaukee Bucks
NBA,traylro01,2203080,2000-01,2001,2000,Cleveland Cavaliers
NBA,traylro01,2793505,2001-02,2002,2001,Charlotte Hornets
NBA,traylro01,750000,2002-03,2003,2002,New Orleans Hornets
NBA,traylro01,825000,2003-04,2004,2003,New Orleans Hornets
NBA,traylro01,1600000,2004-05,2005,2004,Cleveland Cavaliers
NBA,trentga01,1022000,1995-96,1996,1995,Portland Trail Blazers
NBA,trentga01,1176000,1996-97,1997,1996,Portland Trail Blazers
NBA,trentga01,1329009,1997-98,1998,1997,Portland Trail Blazers
NBA,trentga01,1000000,1998-99,1999,1998,Dallas Mavericks
NBA,trentga01,2000000,1999-00,2000,1999,Dallas Mavericks
NBA,trentga01,2400000,2000-01,2001,2000,Dallas Mavericks
NBA,trentga01,715850,2001-02,2002,2001,Minnesota Timberwolves
NBA,trentga01,824935,2002-03,2003,2002,Minnesota Timberwolves
NBA,trentga01,938679,2003-04,2004,2003,Minnesota Timberwolves
NBA,trepaje01,332817,2001-02,2002,2001,Cleveland Cavaliers
NBA,trepaje01,638679,2003-04,2004,2003,Denver Nuggets
NBA,tripuke01,700000,1984-85,1985,1984,Detroit Pistons
NBA,tripuke01,971000,1985-86,1986,1985,Detroit Pistons
NBA,tripuke01,971000,1987-88,1988,1987,Utah Jazz
NBA,tripuke01,980000,1988-89,1989,1988,Charlotte Hornets
NBA,tripuke01,1000000,1989-90,1990,1989,Charlotte Hornets
NBA,tripuke01,1000000,1990-91,1991,1990,Charlotte Hornets
NBA,trybace01,1500000,2002-03,2003,2002,Memphis Grizzlies
NBA,trybace01,1600000,2003-04,2004,2003,Phoenix Suns
NBA,trybace01,1700000,2004-05,2005,2004,Chicago Bulls
NBA,tsakaja01,763200,2000-01,2001,2000,Phoenix Suns
NBA,tsakaja01,820400,2001-02,2002,2001,Phoenix Suns
NBA,tsakaja01,877680,2002-03,2003,2002,Phoenix Suns
NBA,tsakaja01,1580702,2003-04,2004,2003,Memphis Grizzlies
NBA,tsakaja01,2900000,2004-05,2005,2004,Memphis Grizzlies
NBA,tsakaja01,2900000,2005-06,2006,2005,Memphis Grizzlies
NBA,tsakaja01,2900000,2006-07,2007,2006,Houston Rockets
NBA,tskitni01,2530920,2002-03,2003,2002,Denver Nuggets
NBA,tskitni01,2720760,2003-04,2004,2003,Denver Nuggets
NBA,tskitni01,2910600,2004-05,2005,2004,Denver Nuggets
NBA,tskitni01,745248,2005-06,2006,2005,Minnesota Timberwolves
NBA,tuckeal02,931920,2007-08,2008,2007,Phoenix Suns
NBA,tuckeal02,1001880,2008-09,2009,2008,Phoenix Suns
NBA,tuckeal02,1071720,2009-10,2010,2009,Minnesota Timberwolves
NBA,tuckean01,150000,1994-95,1995,1994,Washington Bullets
NBA,tuckean01,225000,1995-96,1996,1995,New York Knicks
NBA,tuckepj01,412718,2006-07,2007,2006,Toronto Raptors
NBA,tuckepj01,762195,2012-13,2013,2012,Phoenix Suns
NBA,tuckepj01,884293,2013-14,2014,2013,Phoenix Suns
NBA,tuckepj01,5700000,2014-15,2015,2014,Phoenix Suns
NBA,tuckepj01,5500000,2015-16,2016,2015,Phoenix Suns
NBA,tuckepj01,5300000,2016-17,2017,2016,Toronto Raptors
NBA,tuckepj01,7590035,2017-18,2018,2017,Houston Rockets
NBA,tucketr01,273000,1984-85,1985,1984,New York Knicks
NBA,tucketr01,300000,1985-86,1986,1985,New York Knicks
NBA,tucketr01,325000,1986-87,1987,1986,New York Knicks
NBA,tucketr01,325000,1987-88,1988,1987,New York Knicks
NBA,tucketr01,375000,1988-89,1989,1988,New York Knicks
NBA,tucketr01,835000,1990-91,1991,1990,New York Knicks
NBA,tucketr01,813000,1991-92,1992,1991,Phoenix Suns
NBA,tucketr01,350000,1992-93,1993,1992,Chicago Bulls
NBA,turiaro01,664209,2006-07,2007,2006,Los Angeles Lakers
NBA,turiaro01,770610,2007-08,2008,2007,Los Angeles Lakers
NBA,turiaro01,4500000,2008-09,2009,2008,Golden State Warriors
NBA,turiaro01,4140000,2009-10,2010,2009,Golden State Warriors
NBA,turiaro01,4000000,2010-11,2011,2010,New York Knicks
NBA,turiaro01,4360000,2011-12,2012,2011,Washington Wizards
NBA,turiaro01,1146337,2012-13,2013,2012,Los Angeles Clippers
NBA,turiaro01,1500000,2013-14,2014,2013,Minnesota Timberwolves
NBA,turiaro01,1500000,2014-15,2015,2014,Philadelphia 76ers
NBA,turkcmi01,739400,1998-99,1999,1998,New York Knicks
NBA,turkcmi01,830745,1999-00,2000,1999,New York Knicks
NBA,turkcmi01,1069400,2000-01,2001,2000,New York Knicks
NBA,turkohe01,1131240,2000-01,2001,2000,Sacramento Kings
NBA,turkohe01,1216080,2001-02,2002,2001,Sacramento Kings
NBA,turkohe01,1300920,2002-03,2003,2002,Sacramento Kings
NBA,turkohe01,1995611,2003-04,2004,2003,San Antonio Spurs
NBA,turkohe01,4903000,2004-05,2005,2004,Orlando Magic
NBA,turkohe01,5393300,2005-06,2006,2005,Orlando Magic
NBA,turkohe01,5883600,2006-07,2007,2006,Orlando Magic
NBA,turkohe01,6373900,2007-08,2008,2007,Orlando Magic
NBA,turkohe01,6864200,2008-09,2009,2008,Orlando Magic
NBA,turkohe01,9000000,2009-10,2010,2009,Toronto Raptors
NBA,turkohe01,10215850,2010-11,2011,2010,Orlando Magic
NBA,turkohe01,11015850,2011-12,2012,2011,Orlando Magic
NBA,turkohe01,11815850,2012-13,2013,2012,Orlando Magic
NBA,turkohe01,12000000,2013-14,2014,2013,Orlando Magic
NBA,turkohe01,1448490,2014-15,2015,2014,Los Angeles Clippers
NBA,turnean01,75000,1987-88,1988,1987,Houston Rockets
NBA,turnean01,110000,1990-91,1991,1990,Philadelphia 76ers
NBA,turnean01,130000,1991-92,1992,1991,Washington Bullets
NBA,turnean01,140000,1992-93,1993,1992,Washington Bullets
NBA,turneel01,125000,1985-86,1986,1985,Denver Nuggets
NBA,turneel01,75000,1987-88,1988,1987,Chicago Bulls
NBA,turneel01,225000,1988-89,1989,1988,Denver Nuggets
NBA,turneev01,4602720,2010-11,2011,2010,Philadelphia 76ers
NBA,turneev01,4947840,2011-12,2012,2011,Philadelphia 76ers
NBA,turneev01,5293080,2012-13,2013,2012,Philadelphia 76ers
NBA,turneev01,6679867,2013-14,2014,2013,Philadelphia 76ers
NBA,turneev01,3278000,2014-15,2015,2014,Boston Celtics
NBA,turneev01,3425510,2015-16,2016,2015,Boston Celtics
NBA,turneev01,16393443,2016-17,2017,2016,Portland Trail Blazers
NBA,turneev01,17131148,2017-18,2018,2017,Portland Trail Blazers
NBA,turnehe02,180000,1994-95,1995,1994,Sacramento Kings
NBA,turneje01,200000,1985-86,1986,1985,New Jersey Nets
NBA,turneje01,150000,1986-87,1987,1986,New Jersey Nets
NBA,turneje01,410000,1990-91,1991,1990,Orlando Magic
NBA,turneje01,550000,1991-92,1992,1991,Orlando Magic
NBA,turneje01,700000,1992-93,1993,1992,Orlando Magic
NBA,turneje01,1100000,1994-95,1995,1994,Orlando Magic
NBA,turneje01,1300000,1995-96,1996,1995,Orlando Magic
NBA,turnejo01,615000,1991-92,1992,1991,Houston Rockets
NBA,turnemy01,2357760,2015-16,2016,2015,Indiana Pacers
NBA,turnemy01,2463840,2016-17,2017,2016,Indiana Pacers
NBA,turnemy01,2569920,2017-18,2018,2017,Indiana Pacers
NBA,turnewa01,30000,1999-00,2000,1999,Boston Celtics
NBA,turpime01,260000,1984-85,1985,1984,Cleveland Cavaliers
NBA,turpime01,450000,1985-86,1986,1985,Cleveland Cavaliers
NBA,turpime01,1000000,1987-88,1988,1987,Utah Jazz
NBA,tylerbj01,715000,1994-95,1995,1994,Philadelphia 76ers
NBA,tylerbj01,845000,1995-96,1996,1995,Toronto Raptors
NBA,tylerbj01,1040000,1996-97,1997,1996,Toronto Raptors
NBA,tylerbj01,1200000,1997-98,1998,1997,Toronto Raptors
NBA,tylerbj01,1411000,1998-99,1999,1998,Toronto Raptors
NBA,tylerbj01,1614000,1999-00,2000,1999,Toronto Raptors
NBA,tylerje01,650000,2011-12,2012,2011,Golden State Warriors
NBA,tylerje01,762195,2012-13,2013,2012,Atlanta Hawks
NBA,tylerje01,884293,2013-14,2014,2013,New York Knicks
NBA,tylerje01,100000,2013-14,2014,2013,Atlanta Hawks
NBA,tylerte01,225000,1984-85,1985,1984,Detroit Pistons
NBA,tylerte01,450000,1985-86,1986,1985,Sacramento Kings
NBA,tylerte01,475000,1987-88,1988,1987,Sacramento Kings
NBA,tylerte01,560000,1988-89,1989,1988,Dallas Mavericks
NBA,udohek01,3065040,2010-11,2011,2010,Golden State Warriors
NBA,udohek01,3294960,2011-12,2012,2011,Golden State Warriors
NBA,udohek01,3524880,2012-13,2013,2012,Milwaukee Bucks
NBA,udohek01,4469548,2013-14,2014,2013,Milwaukee Bucks
NBA,udohek01,981084,2014-15,2015,2014,Los Angeles Clippers
NBA,udohek01,3200000,2017-18,2018,2017,Utah Jazz
NBA,udokaim01,744551,2006-07,2007,2006,Portland Trail Blazers
NBA,udokaim01,1000000,2007-08,2008,2007,San Antonio Spurs
NBA,udokaim01,1080000,2008-09,2009,2008,San Antonio Spurs
NBA,udokaim01,838034,2009-10,2010,2009,Sacramento Kings
NBA,udokaim01,264232,2010-11,2011,2010,San Antonio Spurs
NBA,udrihbe01,841680,2004-05,2005,2004,San Antonio Spurs
NBA,udrihbe01,904800,2005-06,2006,2005,San Antonio Spurs
NBA,udrihbe01,967920,2006-07,2007,2006,San Antonio Spurs
NBA,udrihbe01,1747096,2007-08,2008,2007,Minnesota Timberwolves
NBA,udrihbe01,788349,2007-08,2008,2007,Sacramento Kings
NBA,udrihbe01,5585000,2008-09,2009,2008,Sacramento Kings
NBA,udrihbe01,6031800,2009-10,2010,2009,Sacramento Kings
NBA,udrihbe01,6478600,2010-11,2011,2010,Sacramento Kings
NBA,udrihbe01,6925400,2011-12,2012,2011,Milwaukee Bucks
NBA,udrihbe01,7372000,2012-13,2013,2012,Orlando Magic
NBA,udrihbe01,1272279,2013-14,2014,2013,New York Knicks
NBA,udrihbe01,2077000,2014-15,2015,2014,Memphis Grizzlies
NBA,udrihbe01,2170465,2015-16,2016,2015,Miami Heat
NBA,udrihbe01,1551659,2016-17,2017,2016,Detroit Pistons
NBA,udrihbe01,25000,2017-18,2018,2017,Detroit Pistons
NBA,ukicro01,1250000,2008-09,2009,2008,Toronto Raptors
NBA,ukicro01,303232,2009-10,2010,2009,Milwaukee Bucks
NBA,ulisty01,918369,2016-17,2017,2016,Phoenix Suns
NBA,ulisty01,1312611,2017-18,2018,2017,Phoenix Suns
NBA,upshake01,30000,1990-91,1991,1990,Dallas Mavericks
NBA,upshake01,250000,1991-92,1992,1991,Dallas Mavericks
NBA,uthofja01,63938,2016-17,2017,2016,Dallas Mavericks
NBA,uthofja01,50000,2016-17,2017,2016,Toronto Raptors
NBA,uthofja01,7416,2017-18,2018,2017,Indiana Pacers
NBA,uzohbe01,473604,2010-11,2011,2010,New Jersey Nets
NBA,uzohbe01,61433,2011-12,2012,2011,Cleveland Cavaliers
NBA,valanjo01,3627720,2012-13,2013,2012,Toronto Raptors
NBA,valanjo01,3526440,2013-14,2014,2013,Toronto Raptors
NBA,valanjo01,3678360,2014-15,2015,2014,Toronto Raptors
NBA,valanjo01,4660482,2015-16,2016,2015,Toronto Raptors
NBA,valanjo01,14382022,2016-17,2017,2016,Toronto Raptors
NBA,valanjo01,15460675,2017-18,2018,2017,Toronto Raptors
NBA,valenda01,210000,1984-85,1985,1984,Portland Trail Blazers
NBA,valenda01,265000,1985-86,1986,1985,Portland Trail Blazers
NBA,valenda01,300000,1987-88,1988,1987,Los Angeles Clippers
NBA,valenda01,335000,1988-89,1989,1988,Cleveland Cavaliers
NBA,valenda01,100000,1990-91,1991,1990,Cleveland Cavaliers
